TEMPORADA        DIVISIÓN  JORNADA   LOCAL      VISITANTE      GOL LOC   GOL VISIT  
1974-1975           2ª             17 Castellón   Córdoba        1-0       1-0      
1974-1975           2ª             17 Oviedo      Burgos         2-2       2-2      
1974-1975           2ª             17 Gimn. Tarr  Cult. Leonesa  1-1       1-1      
1974-1975           2ª             17 Sant Andre  Rac. Santande  0-0       0-0      
1974-1975           2ª             17 Rayo Valle  Barakaldo      1-0       1-0      
1974-1975           2ª             18 Rayo Valle  Alavés         2-0       2-0      
1974-1975           2ª             18 Barcelona   Rec. Huelva    2-1       2-1      
1974-1975           2ª             18 Ourense     Mallorca       4-2       4-2      
1974-1975           2ª             18 Sevilla     Tenerife       5-0       5-0      
1974-1975           2ª             18 Cádiz       Valladolid     2-1       2-1      
1974-1975           2ª             18 Córdoba     Sabadell       3-1       3-1      
1974-1975           2ª             18 Burgos      Castellón      2-1       2-1      
1974-1975           2ª             18 Cult. Leon  Oviedo         1-1       1-1      
1974-1975           2ª             18 Rac. Santa  Gimn. Tarrago  2-0       2-0      
1974-1975           2ª             18 Barakaldo   Sant Andreu    0-0       0-0      
1974-1975           2ª             19 Alavés      Barcelona B    3-0       3-0      
1974-1975           2ª             19 Rec. Huelv  Ourense        0-0       0-0      
1974-1975           2ª             19 Mallorca    Sevilla        1-1       1-1      
1974-1975           2ª             19 Tenerife    Cádiz          1-0       1-0      
1974-1975           2ª             19 Valladolid  Córdoba        1-0       1-0      
1974-1975           2ª             19 Sabadell    Burgos         2-3       2-3      
1974-1975           2ª             19 Castellón   Cult. Leonesa  2-0       2-0      
1974-1975           2ª             19 Oviedo      Rac. Santande  4-1       4-1      
1974-1975           2ª             19 Gimn. Tarr  Barakaldo      1-0       1-0      
1974-1975           2ª             19 Sant Andre  Rayo Vallecan  3-2       3-2      
1974-1975           2ª             20 Gimn. Tarr  Sant Andreu    0-0       0-0      
1974-1975           2ª             20 Oviedo      Barakaldo      1-0       1-0      
1974-1975           2ª             20 Castellón   Rac. Santande  1-1       1-1      
1974-1975           2ª             20 Sabadell    Cult. Leonesa  4-1       4-1      
1974-1975           2ª             20 Valladolid  Burgos         4-2       4-2      
1974-1975           2ª             20 Tenerife    Córdoba        4-2       4-2      
1974-1975           2ª             20 Mallorca    Cádiz          1-0       1-0      
1974-1975           2ª             20 Rec. Huelv  Sevilla        1-3       1-3      
1974-1975           2ª             20 Alavés      Ourense        1-1       1-1      
1974-1975           2ª             20 Barcelona   Rayo Vallecan  2-0       2-0      
1974-1975           2ª             21 Rayo Valle  Gimn. Tarrago  1-0       1-0      
1974-1975           2ª             21 Sant Andre  Oviedo         0-0       0-0      
1974-1975           2ª             21 Barakaldo   Castellón      1-1       1-1      
1974-1975           2ª             21 Rac. Santa  Sabadell       2-0       2-0      
1974-1975           2ª             21 Cult. Leon  Valladolid     2-1       2-1      
1974-1975           2ª             21 Burgos      Tenerife       1-1       1-1      
1974-1975           2ª             21 Córdoba     Mallorca       5-0       5-0      
1974-1975           2ª             21 Cádiz       Rec. Huelva    0-1       0-1      
1974-1975           2ª             21 Sevilla     Alavés         1-0       1-0      
1974-1975           2ª             21 Ourense     Barcelona B    1-1       1-1      
1974-1975           2ª             22 Oviedo      Gimn. Tarrago  2-0       2-0      
1974-1975           2ª             22 Castellón   Sant Andreu    2-1       2-1      
1974-1975           2ª             22 Sabadell    Barakaldo      5-0       5-0      
1974-1975           2ª             22 Valladolid  Rac. Santande  2-0       2-0      
1974-1975           2ª             22 Tenerife    Cult. Leonesa  3-0       3-0      
1974-1975           2ª             22 Mallorca    Burgos         1-0       1-0      
1974-1975           2ª             22 Rec. Huelv  Córdoba        1-0       1-0      
1974-1975           2ª             22 Alavés      Cádiz          1-0       1-0      
1974-1975           2ª             22 Barcelona   Sevilla        1-0       1-0      
1974-1975           2ª             22 Ourense     Rayo Vallecan  2-1       2-1      
1974-1975           2ª             23 Rayo Valle  Oviedo         0-1       0-1      
1974-1975           2ª             23 Gimn. Tarr  Castellón      0-1       0-1      
1974-1975           2ª             23 Sant Andre  Sabadell       1-1       1-1      
1974-1975           2ª             23 Barakaldo   Valladolid     1-0       1-0      
1974-1975           2ª             23 Rac. Santa  Tenerife       2-0       2-0      
1974-1975           2ª             23 Cult. Leon  Mallorca       2-0       2-0      
1974-1975           2ª             23 Burgos      Rec. Huelva    1-1       1-1      
1974-1975           2ª             23 Córdoba     Alavés         1-0       1-0      
1974-1975           2ª             23 Cádiz       Barcelona B    2-1       2-1      
1974-1975           2ª             23 Sevilla     Ourense        2-0       2-0      
1974-1975           2ª             24 Castellón   Oviedo         1-2       1-2      
1974-1975           2ª             24 Sabadell    Gimn. Tarrago  1-0       1-0      
1974-1975           2ª             24 Valladolid  Sant Andreu    0-0       0-0      
1974-1975           2ª             24 Tenerife    Barakaldo      3-0       3-0      
1974-1975           2ª             24 Mallorca    Rac. Santande  1-1       1-1      
1974-1975           2ª             24 Rec. Huelv  Cult. Leonesa  7-0       7-0      
1974-1975           2ª             24 Alavés      Burgos         4-1       4-1      
1974-1975           2ª             24 Barcelona   Córdoba        1-0       1-0      
1974-1975           2ª             24 Ourense     Cádiz          0-0       0-0      
1974-1975           2ª             24 Sevilla     Rayo Vallecan  3-0       3-0      
1974-1975           2ª             25 Rayo Valle  Castellón      2-0       2-0      
1974-1975           2ª             25 Oviedo      Sabadell       3-0       3-0      
1974-1975           2ª             25 Gimn. Tarr  Valladolid     0-0       0-0      
1974-1975           2ª             25 Sant Andre  Tenerife       2-1       2-1      
1974-1975           2ª             25 Barakaldo   Mallorca       2-0       2-0      
1974-1975           2ª             25 Rac. Santa  Rec. Huelva    2-0       2-0      
1974-1975           2ª             25 Cult. Leon  Alavés         1-0       1-0      
1974-1975           2ª             25 Burgos      Barcelona B    1-0       1-0      
1974-1975           2ª             25 Córdoba     Ourense        1-0       1-0      
1974-1975           2ª             25 Cádiz       Sevilla        0-1       0-1      
1974-1975           2ª             26 Sabadell    Castellón      3-4       3-4      
1974-1975           2ª             26 Valladolid  Oviedo         0-0       0-0      
1974-1975           2ª             26 Tenerife    Gimn. Tarrago  2-0       2-0      
1974-1975           2ª             26 Mallorca    Sant Andreu    2-1       2-1      
1974-1975           2ª             26 Rec. Huelv  Barakaldo      1-0       1-0      
1974-1975           2ª             26 Alavés      Rac. Santande  2-3       2-3      
1974-1975           2ª             26 Barcelona   Cult. Leonesa  1-0       1-0      
1974-1975           2ª             26 Ourense     Burgos         2-0       2-0      
1974-1975           2ª             26 Sevilla     Córdoba        1-2       1-2      
1974-1975           2ª             26 Cádiz       Rayo Vallecan  2-1       2-1      
1974-1975           2ª             27 Rayo Valle  Sabadell       1-0       1-0      
1974-1975           2ª             27 Castellón   Valladolid     1-1       1-1      
1974-1975           2ª             27 Oviedo      Tenerife       1-1       1-1      
1974-1975           2ª             27 Gimn. Tarr  Mallorca       3-1       3-1      
1974-1975           2ª             27 Sant Andre  Rec. Huelva    1-0       1-0      
1974-1975           2ª             27 Barakaldo   Alavés         0-0       0-0      
1974-1975           2ª             27 Rac. Santa  Barcelona B    2-1       2-1      
1974-1975           2ª             27 Cult. Leon  Ourense        0-0       0-0      
1974-1975           2ª             27 Burgos      Sevilla        1-0       1-0      
1974-1975           2ª             27 Córdoba     Cádiz          1-2       1-2      
1974-1975           2ª             28 Valladolid  Sabadell       4-1       4-1      
1974-1975           2ª             28 Tenerife    Castellón      3-2       3-2      
1974-1975           2ª             28 Mallorca    Oviedo         1-2       1-2      
1974-1975           2ª             28 Rec. Huelv  Gimn. Tarrago  0-0       0-0      
1974-1975           2ª             28 Alavés      Sant Andreu    1-0       1-0      
1974-1975           2ª             28 Barcelona   Barakaldo      2-1       2-1      
1974-1975           2ª             28 Ourense     Rac. Santande  0-1       0-1      
1974-1975           2ª             28 Sevilla     Cult. Leonesa  1-0       1-0      
1974-1975           2ª             28 Cádiz       Burgos         2-0       2-0      
1974-1975           2ª             28 Córdoba     Rayo Vallecan  3-1       3-1      
1974-1975           2ª             29 Rayo Valle  Valladolid     0-0       0-0      
1974-1975           2ª             29 Sabadell    Tenerife       4-1       4-1      
1974-1975           2ª             29 Castellón   Mallorca       4-0       4-0      
1974-1975           2ª             29 Oviedo      Rec. Huelva    3-1       3-1      
1974-1975           2ª             29 Gimn. Tarr  Alavés         2-1       2-1      
1974-1975           2ª             29 Sant Andre  Barcelona B    2-0       2-0      
1974-1975           2ª             29 Barakaldo   Ourense        2-0       2-0      
1974-1975           2ª             29 Rac. Santa  Sevilla        3-1       3-1      
1974-1975           2ª             29 Cult. Leon  Cádiz          0-0       0-0      
1974-1975           2ª             29 Burgos      Córdoba        1-1       1-1      
1974-1975           2ª             30 Tenerife    Valladolid     1-1       1-1      
1974-1975           2ª             30 Mallorca    Sabadell       1-0       1-0      
1974-1975           2ª             30 Rec. Huelv  Castellón      1-2       1-2      
1974-1975           2ª             30 Alavés      Oviedo         2-1       2-1      
1974-1975           2ª             30 Barcelona   Gimn. Tarrago  0-0       0-0      
1974-1975           2ª             30 Ourense     Sant Andreu    3-0       3-0      
1974-1975           2ª             30 Sevilla     Barakaldo      2-0       2-0      
1974-1975           2ª             30 Cádiz       Rac. Santande  2-1       2-1      
1974-1975           2ª             30 Córdoba     Cult. Leonesa  3-0       3-0      
1974-1975           2ª             30 Burgos      Rayo Vallecan  1-1       1-1      
1974-1975           2ª             31 Rayo Valle  Tenerife       3-0       3-0      
1974-1975           2ª             31 Valladolid  Mallorca       2-2       2-2      
1974-1975           2ª             31 Sabadell    Rec. Huelva    2-1       2-1      
1974-1975           2ª             31 Castellón   Alavés         2-1       2-1      
1974-1975           2ª             31 Oviedo      Barcelona B    1-0       1-0      
1974-1975           2ª             31 Gimn. Tarr  Ourense        2-0       2-0      
1974-1975           2ª             31 Sant Andre  Sevilla        0-0       0-0      
1974-1975           2ª             31 Barakaldo   Cádiz          2-1       2-1      
1974-1975           2ª             31 Rac. Santa  Córdoba        0-0       0-0      
1974-1975           2ª             31 Cult. Leon  Burgos         1-4       1-4      
1974-1975           2ª             32 Mallorca    Tenerife       2-0       2-0      
1974-1975           2ª             32 Rec. Huelv  Valladolid     3-0       3-0      
1974-1975           2ª             32 Alavés      Sabadell       2-0       2-0      
1974-1975           2ª             32 Barcelona   Castellón      2-2       2-2      
1974-1975           2ª             32 Ourense     Oviedo         1-1       1-1      
1974-1975           2ª             32 Sevilla     Gimn. Tarrago  1-0       1-0      
1974-1975           2ª             32 Cádiz       Sant Andreu    2-0       2-0      
1974-1975           2ª             32 Córdoba     Barakaldo      6-1       6-1      
1974-1975           2ª             32 Burgos      Rac. Santande  0-1       0-1      
1974-1975           2ª             32 Cult. Leon  Rayo Vallecan  2-3       2-3      
1974-1975           2ª             33 Rayo Valle  Mallorca       1-1       1-1      
1974-1975           2ª             33 Tenerife    Rec. Huelva    4-2       4-2      
1974-1975           2ª             33 Valladolid  Alavés         2-0       2-0      
1974-1975           2ª             33 Sabadell    Barcelona B    2-3       2-3      
1974-1975           2ª             33 Castellón   Ourense        4-1       4-1      
1974-1975           2ª             33 Oviedo      Sevilla        1-0       1-0      
1974-1975           2ª             33 Gimn. Tarr  Cádiz          1-1       1-1      
1974-1975           2ª             33 Sant Andre  Córdoba        5-1       5-1      
1974-1975           2ª             33 Barakaldo   Burgos         0-1       0-1      
1974-1975           2ª             33 Rac. Santa  Cult. Leonesa  2-0       2-0      
1974-1975           2ª             34 Rec. Huelv  Mallorca       2-1       2-1      
1974-1975           2ª             34 Alavés      Tenerife       1-0       1-0      
1974-1975           2ª             34 Barcelona   Valladolid     1-3       1-3      
1974-1975           2ª             34 Ourense     Sabadell       1-0       1-0      
1974-1975           2ª             34 Sevilla     Castellón      1-0       1-0      
1974-1975           2ª             34 Cádiz       Oviedo         2-0       2-0      
1974-1975           2ª             34 Córdoba     Gimn. Tarrago  2-0       2-0      
1974-1975           2ª             34 Burgos      Sant Andreu    0-0       0-0      
1974-1975           2ª             34 Cult. Leon  Barakaldo      1-2       1-2      
1974-1975           2ª             34 Rac. Santa  Rayo Vallecan  2-0       2-0      
1974-1975           2ª             35 Rayo Valle  Rec. Huelva    1-1       1-1      
1974-1975           2ª             35 Mallorca    Alavés         0-1       0-1      
1974-1975           2ª             35 Tenerife    Barcelona B    2-0       2-0      
1974-1975           2ª             35 Valladolid  Ourense        2-2       2-2      
1974-1975           2ª             35 Sabadell    Sevilla        1-1       1-1      
1974-1975           2ª             35 Castellón   Cádiz          2-0       2-0      
1974-1975           2ª             35 Oviedo      Córdoba        3-1       3-1      
1974-1975           2ª             35 Gimn. Tarr  Burgos         2-1       2-1      
1974-1975           2ª             35 Sant Andre  Cult. Leonesa  3-1       3-1      
1974-1975           2ª             35 Barakaldo   Rac. Santande  2-2       2-2      
1974-1975           2ª             36 Alavés      Rec. Huelva    1-2       1-2      
1974-1975           2ª             36 Barcelona   Mallorca       3-0       3-0      
1974-1975           2ª             36 Ourense     Tenerife       2-1       2-1      
1974-1975           2ª             36 Sevilla     Valladolid     5-0       5-0      
1974-1975           2ª             36 Cádiz       Sabadell       3-2       3-2      
1974-1975           2ª             36 Córdoba     Castellón      1-0       1-0      
1974-1975           2ª             36 Burgos      Oviedo         1-1       1-1      
1974-1975           2ª             36 Cult. Leon  Gimn. Tarrago  3-1       3-1      
1974-1975           2ª             36 Rac. Santa  Sant Andreu    1-0       1-0      
1974-1975           2ª             36 Barakaldo   Rayo Vallecan  3-2       3-2      
1974-1975           2ª             37 Alavés      Rayo Vallecan  1-0       1-0      
1974-1975           2ª             37 Rec. Huelv  Barcelona B    1-0       1-0      
1974-1975           2ª             37 Mallorca    Ourense        3-0       3-0      
1974-1975           2ª             37 Tenerife    Sevilla        3-0       3-0      
1974-1975           2ª             37 Valladolid  Cádiz          3-0       3-0      
1974-1975           2ª             37 Sabadell    Córdoba        1-1       1-1      
1974-1975           2ª             37 Castellón   Burgos         2-1       2-1      
1974-1975           2ª             37 Oviedo      Cult. Leonesa  5-1       5-1      
1974-1975           2ª             37 Gimn. Tarr  Rac. Santande  4-0       4-0      
1974-1975           2ª             37 Sant Andre  Barakaldo      3-0       3-0      
1974-1975           2ª             38 Barcelona   Alavés         5-0       5-0      
1974-1975           2ª             38 Ourense     Rec. Huelva    1-1       1-1      
1974-1975           2ª             38 Sevilla     Mallorca       2-1       2-1      
1974-1975           2ª             38 Cádiz       Tenerife       1-2       1-2      
1974-1975           2ª             38 Córdoba     Valladolid     0-0       0-0      
1974-1975           2ª             38 Burgos      Sabadell       6-0       6-0      
1974-1975           2ª             38 Cult. Leon  Castellón      1-2       1-2      
1974-1975           2ª             38 Rac. Santa  Oviedo         0-0       0-0      
1974-1975           2ª             38 Barakaldo   Gimn. Tarrago  2-2       2-2      
1974-1975           2ª             38 Rayo Valle  Sant Andreu    3-0       3-0      
1975-1976           1ª              1 Salamanca   Ath. Bilbao    2-1       2-1      
1975-1976           1ª              1 Elche       Barcelona      2-3       2-3      
1975-1976           1ª              1 Sporting G  Granada        0-0       0-0      
1975-1976           1ª              1 Zaragoza    At. Madrid     2-1       2-1      
1975-1976           1ª              1 Real Madri  Rac. Santande  2-0       2-0      
1975-1976           1ª              1 Valencia    Oviedo         2-0       2-0      
1975-1976           1ª              1 Espanyol    Hércules       3-1       3-1      
1975-1976           1ª              1 Real Socie  Betis          3-2       3-2      
1975-1976           1ª              1 Sevilla     Las Palmas     3-0       3-0      
1975-1976           1ª              2 Ath. Bilba  Sevilla        4-1       4-1      
1975-1976           1ª              2 Barcelona   Salamanca      3-1       3-1      
1975-1976           1ª              2 Granada     Elche          3-2       3-2      
1975-1976           1ª              2 At. Madrid  Sporting Gijó  2-2       2-2      
1975-1976           1ª              2 Rac. Santa  Zaragoza       4-1       4-1      
1975-1976           1ª              2 Oviedo      Real Madrid    0-0       0-0      
1975-1976           1ª              2 Hércules    Valencia       2-0       2-0      
1975-1976           1ª              2 Betis       Espanyol       1-2       1-2      
1975-1976           1ª              2 Las Palmas  Real Sociedad  2-1       2-1      
1975-1976           1ª              3 Ath. Bilba  Barcelona      2-1       2-1      
1975-1976           1ª              3 Salamanca   Granada        1-1       1-1      
1975-1976           1ª              3 Elche       At. Madrid     3-1       3-1      
1975-1976           1ª              3 Sporting G  Rac. Santande  1-2       1-2      
1975-1976           1ª              3 Zaragoza    Oviedo         5-1       5-1      
1975-1976           1ª              3 Real Madri  Hércules       4-0       4-0      
1975-1976           1ª              3 Valencia    Betis          0-1       0-1      
1975-1976           1ª              3 Espanyol    Las Palmas     1-0       1-0      
1975-1976           1ª              3 Sevilla     Real Sociedad  2-1       2-1      
1975-1976           1ª              4 Barcelona   Sevilla        2-0       2-0      
1975-1976           1ª              4 Granada     Ath. Bilbao    2-1       2-1      
1975-1976           1ª              4 At. Madrid  Salamanca      4-1       4-1      
1975-1976           1ª              4 Rac. Santa  Elche          2-1       2-1      
1975-1976           1ª              4 Oviedo      Sporting Gijó  3-1       3-1      
1975-1976           1ª              4 Hércules    Zaragoza       2-0       2-0      
1975-1976           1ª              4 Betis       Real Madrid    0-2       0-2      
1975-1976           1ª              4 Las Palmas  Valencia       2-4       2-4      
1975-1976           1ª              4 Real Socie  Espanyol       1-0       1-0      
1975-1976           1ª              5 Barcelona   Granada        3-0       3-0      
1975-1976           1ª              5 Ath. Bilba  At. Madrid     2-0       2-0      
1975-1976           1ª              5 Salamanca   Rac. Santande  3-0       3-0      
1975-1976           1ª              5 Elche       Oviedo         1-0       1-0      
1975-1976           1ª              5 Sporting G  Hércules       1-3       1-3      
1975-1976           1ª              5 Zaragoza    Betis          1-2       1-2      
1975-1976           1ª              5 Real Madri  Las Palmas     2-1       2-1      
1975-1976           1ª              5 Valencia    Real Sociedad  3-1       3-1      
1975-1976           1ª              5 Sevilla     Espanyol       2-1       2-1      
1975-1976           1ª              6 Granada     Sevilla        1-1       1-1      
1975-1976           1ª              6 At. Madrid  Barcelona      3-0       3-0      
1975-1976           1ª              6 Rac. Santa  Ath. Bilbao    1-1       1-1      
1975-1976           1ª              6 Oviedo      Salamanca      0-1       0-1      
1975-1976           1ª              6 Hércules    Elche          1-0       1-0      
1975-1976           1ª              6 Betis       Sporting Gijó  1-0       1-0      
1975-1976           1ª              6 Las Palmas  Zaragoza       3-2       3-2      
1975-1976           1ª              6 Real Socie  Real Madrid    1-1       1-1      
1975-1976           1ª              6 Espanyol    Valencia       1-0       1-0      
1975-1976           1ª              7 Granada     At. Madrid     3-4       3-4      
1975-1976           1ª              7 Barcelona   Rac. Santande  2-1       2-1      
1975-1976           1ª              7 Ath. Bilba  Oviedo         1-0       1-0      
1975-1976           1ª              7 Salamanca   Hércules       0-1       0-1      
1975-1976           1ª              7 Elche       Betis          2-3       2-3      
1975-1976           1ª              7 Sporting G  Las Palmas     3-0       3-0      
1975-1976           1ª              7 Zaragoza    Real Sociedad  0-1       0-1      
1975-1976           1ª              7 Real Madri  Espanyol       3-1       3-1      
1975-1976           1ª              7 Sevilla     Valencia       3-1       3-1      
1975-1976           1ª              8 At. Madrid  Sevilla        1-0       1-0      
1975-1976           1ª              8 Rac. Santa  Granada        1-1       1-1      
1975-1976           1ª              8 Oviedo      Barcelona      1-1       1-1      
1975-1976           1ª              8 Hércules    Ath. Bilbao    2-2       2-2      
1975-1976           1ª              8 Betis       Salamanca      1-1       1-1      
1975-1976           1ª              8 Las Palmas  Elche          0-0       0-0      
1975-1976           1ª              8 Real Socie  Sporting Gijó  1-0       1-0      
1975-1976           1ª              8 Espanyol    Zaragoza       2-1       2-1      
1975-1976           1ª              8 Valencia    Real Madrid    1-1       1-1      
1975-1976           1ª              9 At. Madrid  Rac. Santande  1-1       1-1      
1975-1976           1ª              9 Granada     Oviedo         1-0       1-0      
1975-1976           1ª              9 Barcelona   Hércules       1-1       1-1      
1975-1976           1ª              9 Ath. Bilba  Betis          0-0       0-0      
1975-1976           1ª              9 Salamanca   Las Palmas     1-0       1-0      
1975-1976           1ª              9 Elche       Real Sociedad  1-1       1-1      
1975-1976           1ª              9 Sporting G  Espanyol       6-1       6-1      
1975-1976           1ª              9 Zaragoza    Valencia       0-2       0-2      
1975-1976           1ª              9 Sevilla     Real Madrid    1-1       1-1      
1975-1976           1ª             10 Rac. Santa  Sevilla        2-1       2-1      
1975-1976           1ª             10 Oviedo      At. Madrid     0-2       0-2      
1975-1976           1ª             10 Hércules    Granada        2-0       2-0      
1975-1976           1ª             10 Betis       Barcelona      1-0       1-0      
1975-1976           1ª             10 Las Palmas  Ath. Bilbao    2-2       2-2      
1975-1976           1ª             10 Real Socie  Salamanca      1-1       1-1      
1975-1976           1ª             10 Espanyol    Elche          2-0       2-0      
1975-1976           1ª             10 Valencia    Sporting Gijó  0-0       0-0      
1975-1976           1ª             10 Real Madri  Zaragoza       3-2       3-2      
1975-1976           1ª             11 Rac. Santa  Oviedo         2-1       2-1      
1975-1976           1ª             11 At. Madrid  Hércules       3-0       3-0      
1975-1976           1ª             11 Granada     Betis          0-0       0-0      
1975-1976           1ª             11 Barcelona   Las Palmas     3-0       3-0      
1975-1976           1ª             11 Ath. Bilba  Real Sociedad  2-0       2-0      
1975-1976           1ª             11 Salamanca   Espanyol       1-0       1-0      
1975-1976           1ª             11 Elche       Valencia       2-0       2-0      
1975-1976           1ª             11 Sporting G  Real Madrid    0-2       0-2      
1975-1976           1ª             11 Sevilla     Zaragoza       0-0       0-0      
1975-1976           1ª             12 Oviedo      Sevilla        3-0       3-0      
1975-1976           1ª             12 Hércules    Rac. Santande  2-1       2-1      
1975-1976           1ª             12 Betis       At. Madrid     1-3       1-3      
1975-1976           1ª             12 Las Palmas  Granada        1-2       1-2      
1975-1976           1ª             12 Real Socie  Barcelona      2-2       2-2      
1975-1976           1ª             12 Espanyol    Ath. Bilbao    3-1       3-1      
1975-1976           1ª             12 Valencia    Salamanca      1-0       1-0      
1975-1976           1ª             12 Real Madri  Elche          2-2       2-2      
1975-1976           1ª             12 Zaragoza    Sporting Gijó  2-1       2-1      
1975-1976           1ª             13 Oviedo      Hércules       1-1       1-1      
1975-1976           1ª             13 Rac. Santa  Betis          3-0       3-0      
1975-1976           1ª             13 At. Madrid  Las Palmas     2-1       2-1      
1975-1976           1ª             13 Granada     Real Sociedad  2-1       2-1      
1975-1976           1ª             13 Barcelona   Espanyol       5-0       5-0      
1975-1976           1ª             13 Ath. Bilba  Valencia       5-4       5-4      
1975-1976           1ª             13 Salamanca   Real Madrid    0-0       0-0      
1975-1976           1ª             13 Elche       Zaragoza       0-0       0-0      
1975-1976           1ª             13 Sevilla     Sporting Gijó  2-1       2-1      
1975-1976           1ª             14 Hércules    Sevilla        1-0       1-0      
1975-1976           1ª             14 Betis       Oviedo         2-1       2-1      
1975-1976           1ª             14 Las Palmas  Rac. Santande  5-0       5-0      
1975-1976           1ª             14 Real Socie  At. Madrid     1-1       1-1      
1975-1976           1ª             14 Espanyol    Granada        3-0       3-0      
1975-1976           1ª             14 Valencia    Barcelona      3-2       3-2      
1975-1976           1ª             14 Real Madri  Ath. Bilbao    1-0       1-0      
1975-1976           1ª             14 Zaragoza    Salamanca      3-0       3-0      
1975-1976           1ª             14 Sporting G  Elche          1-1       1-1      
1975-1976           1ª             15 Hércules    Betis          1-1       1-1      
1975-1976           1ª             15 Oviedo      Las Palmas     1-2       1-2      
1975-1976           1ª             15 Rac. Santa  Real Sociedad  2-0       2-0      
1975-1976           1ª             15 At. Madrid  Espanyol       3-1       3-1      
1975-1976           1ª             15 Granada     Valencia       2-1       2-1      
1975-1976           1ª             15 Barcelona   Real Madrid    2-1       2-1      
1975-1976           1ª             15 Ath. Bilba  Zaragoza       0-0       0-0      
1975-1976           1ª             15 Salamanca   Sporting Gijó  1-0       1-0      
1975-1976           1ª             15 Sevilla     Elche          2-1       2-1      
1975-1976           1ª             16 Sevilla     Betis          2-0       2-0      
1975-1976           1ª             16 Las Palmas  Hércules       2-1       2-1      
1975-1976           1ª             16 Real Socie  Oviedo         0-2       0-2      
1975-1976           1ª             16 Espanyol    Rac. Santande  2-1       2-1      
1975-1976           1ª             16 Valencia    At. Madrid     0-1       0-1      
1975-1976           1ª             16 Real Madri  Granada        4-1       4-1      
1975-1976           1ª             16 Zaragoza    Barcelona      4-4       4-4      
1975-1976           1ª             16 Sporting G  Ath. Bilbao    1-1       1-1      
1975-1976           1ª             16 Elche       Salamanca      1-1       1-1      
1975-1976           1ª             17 Betis       Las Palmas     1-0       1-0      
1975-1976           1ª             17 Hércules    Real Sociedad  0-0       0-0      
1975-1976           1ª             17 Oviedo      Espanyol       1-2       1-2      
1975-1976           1ª             17 Rac. Santa  Valencia       0-1       0-1      
1975-1976           1ª             17 At. Madrid  Real Madrid    1-0       1-0      
1975-1976           1ª             17 Granada     Zaragoza       0-0       0-0      
1975-1976           1ª             17 Barcelona   Sporting Gijó  5-1       5-1      
1975-1976           1ª             17 Ath. Bilba  Elche          0-0       0-0      
1975-1976           1ª             17 Salamanca   Sevilla        1-1       1-1      
1975-1976           1ª             18 Ath. Bilba  Salamanca      1-0       1-0      
1975-1976           1ª             18 Barcelona   Elche          1-0       1-0      
1975-1976           1ª             18 Granada     Sporting Gijó  1-1       1-1      
1975-1976           1ª             18 At. Madrid  Zaragoza       2-0       2-0      
1975-1976           1ª             18 Rac. Santa  Real Madrid    1-0       1-0      
1975-1976           1ª             18 Oviedo      Valencia       2-1       2-1      
1975-1976           1ª             18 Hércules    Espanyol       2-1       2-1      
1975-1976           1ª             18 Betis       Real Sociedad  1-0       1-0      
1975-1976           1ª             18 Las Palmas  Sevilla        0-1       0-1      
1975-1976           1ª             19 Sevilla     Ath. Bilbao    0-0       0-0      
1975-1976           1ª             19 Salamanca   Barcelona      2-0       2-0      
1975-1976           1ª             19 Elche       Granada        0-0       0-0      
1975-1976           1ª             19 Sporting G  At. Madrid     1-0       1-0      
1975-1976           1ª             19 Zaragoza    Rac. Santande  2-0       2-0      
1975-1976           1ª             19 Real Madri  Oviedo         2-0       2-0      
1975-1976           1ª             19 Valencia    Hércules       2-2       2-2      
1975-1976           1ª             19 Espanyol    Betis          2-1       2-1      
1975-1976           1ª             19 Real Socie  Las Palmas     2-0       2-0      
1975-1976           1ª             20 Barcelona   Ath. Bilbao    2-1       2-1      
1975-1976           1ª             20 Granada     Salamanca      0-0       0-0      
1975-1976           1ª             20 At. Madrid  Elche          3-0       3-0      
1975-1976           1ª             20 Rac. Santa  Sporting Gijó  2-0       2-0      
1975-1976           1ª             20 Oviedo      Zaragoza       2-0       2-0      
1975-1976           1ª             20 Hércules    Real Madrid    1-2       1-2      
1975-1976           1ª             20 Betis       Valencia       2-1       2-1      
1975-1976           1ª             20 Las Palmas  Espanyol       1-1       1-1      
1975-1976           1ª             20 Real Socie  Sevilla        4-1       4-1      
1975-1976           1ª             21 Sevilla     Barcelona      2-0       2-0      
1975-1976           1ª             21 Ath. Bilba  Granada        2-1       2-1      
1975-1976           1ª             21 Salamanca   At. Madrid     2-2       2-2      
1975-1976           1ª             21 Elche       Rac. Santande  5-2       5-2      
1975-1976           1ª             21 Sporting G  Oviedo         3-1       3-1      
1975-1976           1ª             21 Zaragoza    Hércules       1-0       1-0      
1975-1976           1ª             21 Real Madri  Betis          5-0       5-0      
1975-1976           1ª             21 Valencia    Las Palmas     0-1       0-1      
1975-1976           1ª             21 Espanyol    Real Sociedad  2-2       2-2      
1975-1976           1ª             22 Granada     Barcelona      0-2       0-2      
1975-1976           1ª             22 At. Madrid  Ath. Bilbao    2-0       2-0      
1975-1976           1ª             22 Rac. Santa  Salamanca      1-0       1-0      
1975-1976           1ª             22 Oviedo      Elche          4-1       4-1      
1975-1976           1ª             22 Hércules    Sporting Gijó  1-1       1-1      
1975-1976           1ª             22 Betis       Zaragoza       1-0       1-0      
